international_plan,voice_mail_plan,number_vmail_messages,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls,total_net_minutes,total_net_calls,total_net_charge
0,1,22.0,9.7,5.0,2.62,0,479.30000000000007,277.5,60.09
0,0,0.0,10.0,5.0,2.7,2,536.1,330.0,49.92999999999999
0,1,27.0,10.3,7.0,2.78,0,554.0,243.0,46.95
0,0,0.0,8.9,7.0,2.4,3,632.2,355.0,64.00999999999999
0,0,0.0,3.8,2.0,1.03,3,600.8,312.0,60.669999999999995
1,0,0.0,13.8,5.0,3.73,4,591.2,334.0,57.809999999999995
0,0,0.0,12.4,4.0,3.35,0,566.7,255.0,55.54
0,1,24.0,7.4,3.0,2.0,1,586.9,222.0,57.78
0,0,0.0,12.0,1.0,3.24,6,490.4,278.0,50.699999999999996
0,1,22.0,7.4,6.0,2.0,0,669.8,276.0,68.85
0,1,29.0,6.4,6.0,1.73,1,534.9,358.0,57.38
0,0,0.0,5.6,2.0,1.51,1,652.7,311.0,64.77000000000001
0,0,0.0,10.0,8.0,2.7,2,566.5999999999999,301.0,54.53
0,0,0.0,14.7,7.0,3.97,4,609.3,261.0,60.879999999999995
0,0,0.0,7.9,4.0,2.13,1,545.3,322.0,49.699999999999996
0,0,0.0,5.6,4.0,1.51,1,595.3,308.0,53.66
0,1,22.0,11.5,7.0,3.11,2,637.0999999999999,298.0,66.24000000000001
0,1,40.0,10.2,10.5,2.75,0,553.1,320.0,50.900000000000006
1,0,0.0,10.4,8.0,2.81,2,592.0999999999999,321.0,61.67
0,0,0.0,3.25,7.0,0.8899999999999992,1,667.5,357.0,61.61
0,0,0.0,11.6,6.0,3.13,3,567.3,354.0,43.34
0,0,0.0,9.0,10.0,2.43,1,580.7,247.0,56.5
0,0,0.0,16.1,8.0,4.35,0,599.3,260.0,59.21
0,0,0.0,14.4,6.0,3.89,2,609.4000000000001,342.0,65.76
0,0,0.0,13.0,6.0,3.51,1,470.7,349.0,56.959999999999994
0,0,0.0,9.4,4.0,2.54,3,543.0,313.0,58.839999999999996
0,0,0.0,6.3,2.0,1.7,2,549.6,287.0,51.830000000000005
0,0,0.0,12.8,3.0,3.46,0,598.8000000000001,309.0,59.69
0,0,0.0,9.5,2.0,2.57,1,718.6999999999999,268.0,76.36
0,0,0.0,8.5,2.0,2.3,1,633.7,262.0,60.43
0,0,0.0,5.0,3.0,1.35,4,814.8000000000001,356.0,82.0
0,0,0.0,7.0,3.0,1.89,0,456.0,321.0,46.370000000000005
0,0,0.0,4.7,7.0,1.27,0,414.90000000000003,324.0,50.019999999999996
1,0,0.0,14.3,6.0,3.86,1,651.7,302.0,63.56
0,1,31.0,14.3,6.0,3.86,1,482.6,242.5,45.279999999999994
0,0,0.0,8.8,3.0,2.38,2,664.2,282.0,60.97
1,0,0.0,7.3,4.0,1.97,4,452.70000000000005,315.0,46.36
0,1,40.0,6.9,3.0,1.86,1,694.9,337.0,63.45
0,0,0.0,14.2,7.0,3.83,2,530.4,347.0,61.49
0,0,0.0,12.1,2.0,3.27,0,484.4,317.0,42.03
0,0,0.0,8.7,4.0,2.35,2,596.2,317.0,52.56
0,0,0.0,6.0,7.0,1.62,1,562.1,244.0,51.03
0,0,0.0,9.4,10.0,2.54,1,691.0,275.0,70.21000000000001
0,0,0.0,13.2,2.0,3.56,1,595.8,290.0,58.370000000000005
0,0,0.0,12.5,9.0,3.38,1,563.9000000000001,307.0,49.6
0,0,0.0,12.3,1.0,3.32,0,613.3,284.0,56.57
0,1,29.0,14.3,2.0,3.86,0,809.2,305.0,75.83
1,0,0.0,10.5,6.0,2.84,1,640.2,303.0,55.24
0,1,15.0,8.0,3.0,2.16,0,521.6,302.0,46.6
0,0,0.0,10.9,7.0,2.94,2,581.9,305.0,63.72
0,1,40.0,8.5,7.0,2.3,0,651.3,244.0,57.76
0,0,0.0,11.3,3.0,3.05,1,511.59999999999997,262.0,47.26
0,0,0.0,9.1,4.0,2.46,1,579.9,267.0,64.5
0,0,0.0,9.5,7.0,2.57,3,695.2,310.0,70.03
0,1,24.0,10.0,3.0,2.7,2,645.4,296.0,54.7
1,0,0.0,12.3,2.0,3.32,2,492.29999999999995,278.0,44.41
0,0,0.0,7.4,1.0,2.0,0,573.3,328.0,56.260000000000005
0,0,0.0,9.0,2.0,2.43,2,482.1,273.0,44.589999999999996
0,1,23.0,12.3,3.0,3.32,3,608.9,313.0,63.89
0,0,0.0,7.1,5.0,1.92,2,604.4,350.0,54.68000000000001
0,0,0.0,10.2,6.0,2.75,2,642.2,237.0,65.05
0,0,0.0,9.8,3.0,2.65,2,641.2,334.0,58.54
0,0,0.0,10.1,10.0,2.73,0,556.3,314.0,53.1
1,0,0.0,10.5,6.0,2.84,3,646.2,339.0,63.39
0,0,0.0,6.4,5.0,1.73,3,479.79999999999995,309.0,44.82
0,0,0.0,7.5,5.0,2.03,2,552.9,252.0,45.79
0,0,0.0,9.9,3.0,2.67,4,510.6,348.0,47.47
0,0,0.0,3.8,9.0,1.03,3,475.70000000000005,266.0,46.24
0,0,0.0,4.9,3.0,1.32,2,590.3,342.0,55.72
0,0,0.0,8.7,5.0,2.35,1,523.4,268.0,50.39
0,1,26.0,10.2,6.0,2.75,2,459.4,291.0,41.33
0,0,0.0,12.8,4.0,3.46,1,660.6,315.0,75.93
0,0,0.0,9.8,4.0,2.65,2,538.3,316.0,48.010000000000005
0,1,33.0,6.2,4.0,1.67,4,575.3,274.0,50.580000000000005
0,0,0.0,14.8,7.0,4.0,0,747.3,370.0,78.58
0,0,0.0,9.4,6.0,2.54,5,599.7,274.0,64.52
0,0,0.0,13.5,2.0,3.65,3,601.0,344.0,61.120000000000005
0,0,0.0,12.0,3.0,3.24,1,683.3,262.0,65.1
1,1,39.0,7.0,3.0,1.89,0,435.7,299.0,38.95
0,0,0.0,5.3,8.0,1.43,1,532.4,350.0,49.9
0,0,0.0,10.0,3.0,2.7,1,526.3000000000001,228.0,59.31
0,0,0.0,9.8,10.0,2.65,2,569.1,323.0,47.239999999999995
0,0,0.0,10.1,2.0,2.73,9,588.5999999999999,364.0,60.37
0,0,0.0,9.6,3.0,2.59,0,689.5,263.0,72.72
0,1,35.0,6.9,4.0,1.86,1,718.2,309.0,69.95
1,0,0.0,13.0,3.0,3.51,1,635.3,310.0,69.53999999999999
0,0,0.0,10.2,1.0,2.75,0,761.3,256.0,66.15
0,1,40.0,10.4,2.0,2.81,1,640.2,287.0,58.519999999999996
0,0,0.0,9.0,4.0,2.43,1,625.9,324.0,66.16
0,0,0.0,14.8,1.0,4.0,4,566.9,292.0,51.76
0,0,0.0,12.8,4.0,3.46,2,509.19999999999993,309.0,53.2
0,1,34.0,10.3,3.0,2.78,0,608.1999999999999,322.0,69.81000000000002
0,0,0.0,7.8,8.0,2.11,3,548.4,308.0,56.34
1,0,0.0,6.2,4.0,1.67,4,494.5,336.5,47.33
0,0,0.0,9.8,3.0,2.65,1,550.6,250.0,54.87
0,1,28.0,11.9,8.0,3.21,1,732.3,340.0,70.38000000000001
0,1,31.0,13.0,2.0,3.51,0,623.1,319.0,64.49
1,0,0.0,7.4,2.0,2.0,2,562.3,290.0,57.93000000000001
0,0,0.0,10.2,9.0,2.75,1,678.2,383.0,67.24
0,1,26.0,5.9,9.0,1.59,2,714.3,329.0,69.29
0,0,0.0,10.9,5.0,2.94,1,474.7,295.0,43.5
0,0,0.0,11.2,4.0,3.02,0,596.2,258.0,61.25000000000001
0,0,0.0,14.2,5.0,3.83,2,633.3,300.0,63.07
0,0,0.0,10.3,6.0,2.78,2,545.8,293.0,47.650000000000006
1,0,0.0,11.2,3.0,3.02,0,551.1999999999999,313.0,56.86
0,0,0.0,12.0,5.0,3.24,3,656.9,238.5,68.98
0,0,0.0,10.0,6.0,2.7,0,489.6,274.0,37.55
0,0,0.0,11.7,3.0,3.16,0,604.9000000000001,267.0,59.39
0,0,0.0,10.2,8.0,2.75,1,480.5,265.0,35.54
1,0,0.0,10.4,2.0,2.81,1,464.9,317.0,35.97
0,0,0.0,8.9,3.0,2.4,0,308.65000000000003,229.0,32.474999999999994
0,0,0.0,14.4,5.0,3.89,0,719.1999999999999,293.0,80.81
0,1,27.0,6.5,7.0,1.76,1,468.61250000000007,279.0,33.5975
0,1,25.0,9.1,2.0,2.46,1,543.0,251.0,53.25000000000001
0,0,0.0,9.6,4.0,2.59,1,657.8000000000001,265.0,70.65
0,0,0.0,17.25,4.0,4.65,4,598.5999999999999,297.0,61.78
1,1,40.0,7.5,3.0,2.03,0,573.4,267.0,68.86
0,1,28.0,9.8,1.0,2.65,2,639.5,325.0,62.09
0,1,26.0,5.4,3.0,1.46,2,688.9000000000001,338.0,72.59
0,0,0.0,9.6,4.0,2.59,2,404.7,241.0,48.03
0,0,0.0,11.6,8.0,3.13,2,580.3,332.0,62.74
0,0,0.0,11.3,4.0,3.05,1,609.2,296.0,56.85
0,0,0.0,11.2,5.0,3.02,3,777.8000000000001,300.0,84.53
1,1,28.0,10.4,3.0,2.81,1,408.20000000000005,380.0,36.74
1,1,35.0,8.8,7.0,2.38,2,701.5999999999999,381.0,58.56999999999999
0,0,0.0,11.3,5.0,3.05,2,702.8,296.0,78.07000000000001
1,1,30.0,11.4,4.0,3.08,2,698.5,340.0,68.55999999999999
0,0,0.0,4.4,3.0,1.19,1,710.4,309.0,65.47
0,0,0.0,10.8,2.0,2.92,1,697.9,327.0,60.04
0,0,0.0,9.2,5.0,2.48,2,503.1,315.0,54.769999999999996
0,1,29.0,6.6,3.0,1.78,2,577.1,314.0,48.56999999999999
0,1,18.0,11.8,5.0,3.19,0,476.2,330.0,48.65
1,1,37.0,4.1,2.0,1.11,0,610.6,290.0,62.41
0,1,17.0,12.0,4.0,3.24,1,759.8,258.0,74.32
0,0,0.0,5.2,2.0,1.4,1,768.8125,305.0,70.26625000000001
1,0,0.0,10.6,3.0,2.86,1,574.3,406.0,62.05
0,0,0.0,6.7,8.0,1.81,1,482.6,325.0,41.81
0,0,0.0,10.0,8.0,2.7,0,607.4,283.0,57.730000000000004
0,0,0.0,10.5,9.0,2.84,1,640.0,314.0,68.00999999999999
0,0,0.0,14.8,4.0,4.0,3,824.9124999999999,322.0,87.1875
1,0,0.0,14.2,4.0,3.83,0,677.4,268.0,67.21
0,0,0.0,7.5,8.0,2.03,3,577.7,269.0,55.91
0,1,26.0,9.6,5.0,2.59,5,540.0,337.0,53.64
0,0,0.0,10.6,6.0,2.86,1,587.5,291.0,59.52
0,0,0.0,9.6,4.0,2.59,1,452.3,337.0,39.4
0,0,0.0,11.1,7.0,3.0,1,507.29999999999995,299.0,46.269999999999996
0,0,0.0,16.3,6.0,4.4,0,519.1,239.0,43.730000000000004
0,1,21.0,11.8,2.0,3.19,4,483.29999999999995,323.0,45.019999999999996
0,0,0.0,10.9,7.0,2.94,1,613.6,307.0,57.51
0,0,0.0,11.0,3.0,2.97,3,600.6,295.0,61.91
0,1,22.0,7.2,3.0,1.94,0,497.8,311.0,54.800000000000004
0,1,32.0,8.0,6.0,2.16,1,587.8,314.0,57.09
0,0,0.0,7.9,4.0,2.13,7,486.2,313.0,48.02
1,1,40.0,13.6,5.0,3.67,3,541.8,298.0,47.33
0,0,0.0,9.7,2.0,2.62,3,639.4,214.0,60.239999999999995
0,0,0.0,10.8,8.0,2.92,1,337.6,280.0,33.480000000000004
0,0,0.0,9.0,7.0,2.43,1,452.6,280.0,39.76
0,0,0.0,14.3,3.0,3.86,5,539.4,329.0,50.91
0,0,0.0,10.6,5.0,2.86,3,629.4000000000001,281.0,59.339999999999996
0,0,0.0,13.0,7.0,3.51,2,462.0,345.0,40.209999999999994
0,0,0.0,13.3,1.0,3.59,0,517.5999999999999,329.0,56.65
0,0,0.0,8.5,5.0,2.3,1,646.9,273.0,61.45
0,0,0.0,13.7,4.0,3.7,1,537.2,213.0,59.660000000000004
0,0,0.0,8.3,5.0,2.24,3,547.8,261.0,54.41
0,1,33.0,11.3,4.0,3.05,2,470.3,285.0,43.48
0,0,0.0,16.2,3.0,4.37,1,538.1,295.0,51.86
0,1,30.0,10.9,3.0,2.94,2,457.79999999999995,266.0,44.67
1,1,35.0,5.4,4.0,1.46,5,476.5,294.0,47.01
0,1,39.0,5.8,7.0,1.57,1,531.1,296.0,46.349999999999994
0,1,31.0,10.1,5.0,2.73,4,639.4,265.0,66.64
0,1,24.0,11.1,6.0,3.0,1,646.4000000000001,281.0,56.720000000000006
1,0,0.0,10.2,3.0,2.75,3,561.1,332.0,56.8
0,1,40.0,7.4,3.0,2.0,2,492.1,280.0,47.080000000000005
0,0,0.0,15.0,9.0,4.05,3,524.0,334.0,53.95
0,0,0.0,11.0,3.0,2.97,0,458.09999999999997,325.0,48.43000000000001
0,0,0.0,9.7,2.0,2.62,3,611.7,272.0,65.31
0,1,24.0,14.0,1.0,3.78,1,453.99999999999994,311.0,44.76
0,0,0.0,11.5,7.0,3.11,1,601.8,254.0,62.96
0,1,39.0,12.7,8.0,3.43,2,540.4,337.0,44.56
1,0,0.0,7.7,7.0,2.08,0,618.8,348.0,62.199999999999996
0,0,0.0,8.5,3.0,2.3,1,571.8,319.0,57.77
0,1,40.0,10.2,3.0,2.75,0,552.9,259.0,49.41
0,0,0.0,11.5,6.0,3.11,3,495.3,260.0,49.77
1,1,33.0,8.2,2.0,2.21,1,690.3,285.0,75.13999999999999
0,0,0.0,11.8,6.0,3.19,2,649.5999999999999,258.0,60.33
0,0,0.0,11.6,2.0,3.13,0,617.4,296.0,54.669999999999995
0,0,0.0,9.0,1.0,2.43,1,624.6,292.0,57.57
0,1,32.0,4.2,4.0,1.13,2,398.8,270.0,32.33
0,1,40.0,8.5,2.0,2.3,2,561.8,290.0,53.580000000000005
0,0,0.0,4.8,2.0,1.3,3,828.6,245.0,80.76
0,0,0.0,10.6,6.0,2.86,4,498.2,352.0,53.66
0,0,0.0,8.4,2.0,2.27,1,584.2,257.0,56.61
0,0,0.0,8.9,5.0,2.4,3,644.7,249.0,69.35
0,0,0.0,7.7,4.0,2.08,2,525.9,286.0,53.3
0,1,40.0,11.4,2.0,3.08,2,474.9,279.0,41.699999999999996
0,1,22.0,8.5,3.0,2.3,3,575.3000000000001,289.0,63.0
0,0,0.0,7.8,2.0,2.11,1,573.0,312.0,51.940000000000005
0,0,0.0,9.6,7.0,2.59,3,619.1,319.0,62.5
0,1,36.0,10.3,2.0,2.78,1,442.2,295.0,39.120000000000005
0,0,0.0,8.1,6.0,2.19,2,664.1,329.0,64.61
0,0,0.0,11.6,1.0,3.13,0,511.0,294.0,58.879999999999995
0,0,0.0,10.5,2.0,2.84,2,488.79999999999995,355.0,46.559999999999995
0,1,24.0,9.4,4.0,2.54,1,579.7,259.0,52.400000000000006
1,0,0.0,11.3,2.0,3.05,1,612.9,278.0,65.57
0,0,0.0,10.8,2.0,2.92,2,526.2,291.0,51.279999999999994
0,0,0.0,7.6,2.0,2.05,2,606.0999999999999,301.0,54.24
0,0,0.0,11.6,5.0,3.13,1,706.1,280.0,72.17999999999999
0,0,0.0,7.7,7.0,2.08,1,516.0,309.0,50.910000000000004
0,1,26.0,7.5,6.0,2.03,0,436.0,292.0,42.21
0,1,33.0,11.0,6.0,2.97,2,641.4000000000001,293.0,55.510000000000005
0,0,0.0,5.0,3.0,1.35,1,753.4,269.0,67.69
0,0,0.0,4.6,3.0,1.24,1,608.1,335.0,53.739999999999995
0,0,0.0,10.0,8.0,2.7,2,607.6,303.0,49.28
0,0,0.0,9.0,3.0,2.43,5,616.4000000000001,282.0,59.620000000000005
0,0,0.0,6.3,2.0,1.7,2,677.9000000000001,246.0,66.42
0,0,0.0,16.3,3.0,4.4,0,737.1,316.0,73.57000000000001
0,0,0.0,12.5,7.0,3.38,2,620.2,280.0,64.02
0,0,0.0,14.8,1.0,4.0,0,488.79999999999995,249.0,45.81
0,0,0.0,12.7,4.0,3.43,2,604.3,306.0,53.63000000000001
0,0,0.0,14.5,4.0,3.92,2,705.1,258.0,65.84
1,0,0.0,10.1,3.0,2.73,3,550.0999999999999,322.0,48.459999999999994
0,0,0.0,5.4,3.0,1.46,0,475.29999999999995,277.0,48.28
1,0,0.0,9.2,1.0,2.48,4,502.8,304.0,49.96
0,1,22.0,11.4,7.0,3.08,2,621.6999999999999,286.0,54.9
0,0,0.0,10.7,3.0,2.89,3,474.4125000000001,310.0,32.0475
0,0,0.0,13.3,4.0,3.59,1,723.3,280.0,65.77
1,1,26.0,13.8,7.0,3.73,4,747.9,325.0,78.24999999999999
0,1,38.0,8.3,6.0,2.24,4,519.2,318.0,44.589999999999996
0,0,0.0,12.1,4.0,3.27,1,548.2,323.0,57.47
0,0,0.0,9.1,5.0,2.46,2,656.6,293.0,68.78
0,0,0.0,9.1,9.0,2.46,2,493.9,292.0,43.379999999999995
0,1,27.0,9.2,5.0,2.48,3,530.7125000000001,368.5,38.2975
0,1,21.0,10.8,6.0,2.92,2,662.5,317.0,71.02
0,1,19.0,12.6,1.0,3.4,3,556.2,321.0,54.02
0,1,31.0,11.0,4.0,2.97,1,588.5,262.0,51.97
0,0,0.0,16.7,3.0,4.51,2,586.5,242.0,49.82
0,1,31.0,9.9,2.0,2.67,4,639.5,204.0,68.33999999999999
0,0,0.0,7.9,1.0,2.13,0,535.4,325.5,49.13
0,1,40.0,10.8,7.0,2.92,0,491.1,291.0,48.99
0,1,31.0,10.2,4.0,2.75,1,561.3,263.0,54.400000000000006
0,1,22.0,11.1,4.0,3.0,2,536.4,354.0,55.21
1,0,0.0,13.0,6.0,3.51,1,542.1999999999999,340.0,54.69
0,1,23.0,10.1,7.0,2.73,4,584.0,326.0,58.59
0,1,13.0,10.3,2.0,2.78,0,569.4,217.0,59.63999999999999
0,1,20.0,10.2,6.0,2.75,0,574.5,336.0,55.41
0,0,0.0,8.3,4.0,2.24,5,565.5,305.0,51.95
0,0,0.0,7.9,2.0,2.13,2,761.7,290.0,77.26
0,1,19.0,4.1,4.0,1.11,1,591.9,252.0,54.81
0,0,0.0,9.3,7.0,2.51,0,600.4000000000001,284.0,65.39
0,0,0.0,7.3,6.0,1.97,2,755.8499999999999,274.0,72.255
0,0,0.0,12.7,2.0,3.43,4,481.6,293.0,47.089999999999996
1,1,31.0,10.8,4.0,2.92,2,547.7,309.0,50.75999999999999
0,1,32.0,10.2,2.0,2.75,3,717.9,308.0,65.26
0,0,0.0,12.2,4.0,3.29,0,496.6,296.0,50.7
0,0,0.0,6.5,3.0,1.76,2,561.1,277.0,54.86
0,0,0.0,14.1,4.0,3.81,2,615.3000000000001,322.0,51.949999999999996
0,0,0.0,3.25,0.0,0.8899999999999992,2,425.4,283.0,36.58
0,0,0.0,12.1,4.0,3.27,1,582.3,340.0,60.129999999999995
0,0,0.0,6.8,3.0,1.84,1,680.7,301.0,66.65
0,0,0.0,10.6,3.0,2.86,0,643.0,297.0,60.7
0,0,0.0,14.1,3.0,3.81,3,559.2,338.0,56.43
0,0,0.0,13.4,4.0,3.62,0,575.2,266.0,51.769999999999996
1,0,0.0,11.8,8.0,3.19,1,746.4124999999999,294.0,82.4075
0,1,18.0,9.8,3.0,2.65,1,565.6,269.0,52.38
0,1,29.0,13.8,2.0,3.73,2,550.1999999999999,300.0,53.440000000000005
0,0,0.0,12.7,4.0,3.43,1,596.7,300.0,60.0
0,0,0.0,7.8,4.0,2.11,1,521.2,291.0,49.42
0,0,0.0,10.9,3.0,2.94,3,713.5,259.0,71.74
0,0,0.0,10.5,2.0,2.84,2,597.9000000000001,285.0,67.8
1,1,17.0,11.7,4.0,3.16,0,544.4000000000001,303.0,59.580000000000005
0,0,0.0,17.25,2.0,4.65,0,585.0,317.0,50.19
0,0,0.0,11.2,5.0,3.02,3,586.1,339.0,57.04
0,0,0.0,9.7,3.0,2.62,1,483.3,318.0,41.910000000000004
1,0,0.0,3.25,4.0,0.8899999999999992,1,609.2,230.0,59.48
0,0,0.0,10.6,7.0,2.86,0,425.3,260.0,46.64
0,1,40.0,8.7,4.0,2.35,0,592.0,322.0,52.36
0,0,0.0,8.0,6.0,2.16,3,553.9,328.0,62.15
0,0,0.0,9.5,3.0,2.57,5,508.9,223.0,53.27
0,0,0.0,7.5,5.0,2.03,1,487.59999999999997,300.0,51.85999999999999
1,1,29.0,9.0,3.0,2.43,2,559.2,287.0,45.02
0,0,0.0,10.1,9.0,2.73,3,553.7,308.0,57.410000000000004
0,0,0.0,10.0,1.0,2.7,4,597.2,312.0,64.19
0,0,0.0,11.0,4.0,2.97,2,529.0,263.0,46.28999999999999
0,0,0.0,9.4,1.0,2.54,6,486.29999999999995,254.0,48.04
0,0,0.0,10.4,6.0,2.81,2,472.4,262.0,40.85
0,0,0.0,11.8,5.0,3.19,2,485.9,332.0,48.25
0,0,0.0,10.2,5.0,2.75,3,524.9000000000001,305.0,45.550000000000004
1,0,0.0,10.7,3.0,2.89,2,485.65000000000003,306.0,55.025
1,0,0.0,11.2,3.0,3.02,3,550.4000000000001,325.0,47.93
0,1,21.0,12.4,3.0,3.35,0,643.9000000000001,249.0,63.709999999999994
0,1,25.0,10.2,3.0,2.75,3,557.2,285.0,60.3
0,1,30.0,12.9,3.0,3.48,2,637.2,306.0,63.41
0,0,0.0,13.2,4.0,3.56,3,620.9000000000001,244.0,50.86
0,1,40.0,8.0,5.0,2.16,1,605.3,271.0,56.75
0,1,0.0,8.8,4.0,2.38,2,636.6,236.0,64.7
0,0,0.0,11.8,5.0,3.19,2,545.8,294.0,48.98
0,0,0.0,12.9,3.0,3.48,1,575.7,306.0,52.32
0,0,0.0,10.7,3.0,2.89,0,590.9,311.0,55.43000000000001
0,0,0.0,14.3,2.0,3.86,1,580.3,286.0,48.76
1,0,0.0,7.9,6.0,2.13,1,474.0,319.0,51.470000000000006
0,0,0.0,10.3,8.0,2.78,1,561.2,296.0,50.15
0,0,0.0,7.0,6.0,1.89,0,573.8,233.0,54.940000000000005
0,0,0.0,10.1,7.0,2.73,1,536.0,316.0,47.14
0,0,0.0,8.6,8.0,2.32,1,504.1,285.0,49.22
0,0,0.0,8.6,4.0,2.32,2,463.9,365.0,54.559999999999995
0,0,0.0,11.5,3.0,3.11,0,595.9,262.0,53.77
0,0,0.0,13.7,6.0,3.7,1,461.41249999999997,285.0,51.316250000000004
1,1,29.0,13.5,9.0,3.65,1,571.1,294.0,57.01
0,0,0.0,12.0,4.0,3.24,1,430.31250000000006,269.0,32.4875
1,0,0.0,8.3,3.0,2.24,3,646.7,279.0,62.11999999999999
0,1,22.0,11.3,2.0,3.05,1,725.9000000000001,338.0,64.69
0,0,0.0,10.4,1.0,2.81,3,521.0,283.0,45.370000000000005
0,0,0.0,12.0,6.0,3.24,1,605.8,342.0,58.72
0,0,0.0,9.8,10.5,2.65,1,686.0,264.0,66.54
0,0,0.0,11.7,2.0,3.16,3,645.8,371.0,65.37
0,0,0.0,7.2,2.0,1.94,0,691.0,343.0,71.49
0,1,30.0,10.8,10.5,2.92,1,634.2,335.0,62.85
0,1,29.0,10.1,6.0,2.73,0,549.2,291.0,47.31
0,1,28.0,9.3,10.5,2.51,2,643.0999999999999,376.0,65.37
0,0,0.0,14.4,3.0,3.89,1,519.9000000000001,344.0,43.89
0,0,0.0,14.2,4.0,3.83,2,636.7,333.0,63.16
0,0,0.0,5.9,6.0,1.59,0,647.2,269.0,60.81
0,1,27.0,7.8,4.0,2.11,1,620.0,283.0,51.98
0,1,31.0,10.4,6.0,2.81,0,705.9000000000001,341.0,58.97
0,0,0.0,15.2,2.0,4.1,0,563.6,253.0,59.239999999999995
0,1,32.0,9.4,2.0,2.54,1,416.70000000000005,300.0,36.65
0,1,23.0,6.4,4.0,1.73,0,597.3,284.0,60.95
0,1,15.0,12.4,9.0,3.35,1,654.2,367.0,65.59
1,0,0.0,5.8,3.0,1.57,3,614.2,335.0,59.92000000000001
0,1,35.0,7.5,10.5,2.03,4,573.0,361.0,59.77
0,1,40.0,12.9,2.0,3.48,0,566.6,253.0,47.15
0,0,0.0,13.6,3.0,3.67,5,594.7,279.0,51.54
0,1,30.0,9.8,6.0,2.65,2,674.6,307.0,73.74000000000001
0,1,27.0,11.3,2.0,3.05,1,661.6,294.0,71.27000000000001
0,0,0.0,12.4,8.0,3.35,0,632.0999999999999,353.0,63.15
0,1,20.0,9.4,2.0,2.54,1,581.9,221.0,62.57
0,0,0.0,8.7,6.0,2.35,1,471.9,300.0,45.97
0,0,0.0,11.0,5.0,2.97,1,657.2,343.0,66.05
0,0,0.0,11.6,9.0,3.13,2,563.9000000000001,369.0,65.56
0,1,14.0,11.6,1.0,3.13,1,534.7,267.0,48.75
0,1,37.0,13.3,3.0,3.59,1,403.9,294.0,40.84
0,0,0.0,8.9,3.0,2.4,0,510.79999999999995,288.0,46.81
0,1,29.0,8.9,3.0,2.4,1,596.7,309.0,60.580000000000005
0,0,0.0,9.3,6.0,2.51,0,607.4,292.0,53.910000000000004
0,0,0.0,16.8,1.0,4.54,0,662.3,329.0,63.44
0,0,0.0,3.7,5.0,1.0,3,726.5,275.0,72.39
0,0,0.0,8.9,4.0,2.4,1,445.29999999999995,278.0,41.22
0,0,0.0,9.1,2.0,2.46,1,429.70000000000005,308.0,39.61
0,0,0.0,9.5,4.0,2.57,3,384.9,268.0,30.32
0,1,23.0,10.2,5.0,2.75,2,515.6,220.0,54.910000000000004
1,0,0.0,12.8,5.0,3.46,1,707.8,331.0,68.65
0,0,0.0,10.0,3.0,2.7,3,707.5,260.0,71.97
0,0,0.0,12.5,7.0,3.38,1,416.0,334.0,38.56
0,0,0.0,10.0,4.0,2.7,2,505.09999999999997,259.0,49.800000000000004
0,0,0.0,5.9,4.0,1.59,1,509.1,334.0,44.43
1,1,20.0,12.1,4.0,3.27,1,532.6,331.0,54.2
0,0,0.0,9.2,4.0,2.48,2,615.2,311.0,57.4
0,0,0.0,9.0,2.0,2.43,1,563.8,297.0,59.05
0,0,0.0,10.1,6.0,2.73,1,597.1,337.0,60.5
0,0,0.0,13.6,2.0,3.67,1,690.2,248.0,66.12
0,0,0.0,7.3,4.0,1.97,2,680.4,310.0,58.86
0,0,0.0,4.9,9.0,1.32,1,643.2,308.0,54.08
0,1,24.0,12.1,6.0,3.27,1,665.0,294.0,68.86
0,0,0.0,11.8,7.0,3.19,3,707.6,280.0,68.89
1,1,26.0,14.4,3.0,3.89,1,563.9,300.0,56.88999999999999
0,0,0.0,10.2,2.0,2.75,2,547.4,331.0,53.87
1,0,0.0,7.3,5.0,1.97,1,494.1,339.0,47.0
0,1,19.0,7.5,7.0,2.03,1,721.4,297.0,78.13
0,0,0.0,13.6,9.0,3.67,2,734.5000000000001,336.0,77.68
0,0,0.0,12.2,4.0,3.29,3,607.3,333.0,60.36
1,0,0.0,12.9,2.0,3.48,3,557.3000000000001,318.0,49.06
0,0,0.0,12.4,5.0,3.35,1,601.8,356.0,52.55
0,1,24.0,5.9,2.0,1.59,0,519.5,291.0,43.88999999999999
0,0,0.0,9.7,2.0,2.62,2,561.0,309.0,55.07
0,0,0.0,12.7,5.0,3.43,3,579.0,336.0,56.92
0,0,0.0,10.5,4.0,2.84,4,625.5,292.0,65.24
0,0,0.0,15.6,4.0,4.21,0,777.0,299.5,66.69
0,1,21.0,9.7,4.0,2.62,3,486.20000000000005,319.0,44.129999999999995
0,0,0.0,11.1,2.0,3.0,1,618.8,334.0,64.21
0,0,0.0,8.8,6.0,2.38,3,710.4,349.0,64.92
0,0,0.0,7.5,10.5,2.03,1,606.1,248.0,58.37
0,0,0.0,13.3,3.0,3.59,2,458.7,288.0,46.04
0,1,19.0,14.6,6.0,3.94,1,554.8,252.0,53.55
0,0,0.0,12.2,5.0,3.29,0,658.5,304.0,59.22
0,0,0.0,9.1,8.0,2.46,2,618.4000000000001,288.0,57.629999999999995
